Data,Set Size,Individual MSE,number of random models,Method,MSE
Communities_Data,11,"[0.2137, 0.191, 0.2022, 0.2114, 0.2087, 0.2246, 0.2171, 0.2026, 0.1981, 0.2073, 0.199]",11,sequential reconcile,0.085
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.2544]",0,mode,0.237
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.2544]",0,randomized,0.222
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.2544]",0,random_selection,0.23
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.2544]",0,sequential reconcile,0.21
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.25]",1,mode,0.238
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.25]",1,randomized,0.226
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.25]",1,random_selection,0.25
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.2477, 0.25]",1,sequential reconcile,0.209
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",2,mode,0.248
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",2,randomized,0.223
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",2,random_selection,0.21
Compas_Data,9,"[0.2292, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",2,sequential reconcile,0.209
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",3,mode,0.25
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",3,randomized,0.229
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",3,random_selection,0.23
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.2101, 0.25, 0.25]",3,sequential reconcile,0.217
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.25, 0.25, 0.25]",4,mode,0.25
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.25, 0.25, 0.25]",4,randomized,0.236
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.25, 0.25, 0.25]",4,random_selection,0.23
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.2419, 0.2305, 0.25, 0.25, 0.25]",4,sequential reconcile,0.22
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.2305, 0.25, 0.25, 0.25]",5,mode,0.25
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.2305, 0.25, 0.25, 0.25]",5,randomized,0.241
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.2305, 0.25, 0.25, 0.25]",5,random_selection,0.23
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.2305, 0.25, 0.25, 0.25]",5,sequential reconcile,0.219
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",6,mode,0.25
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",6,randomized,0.239
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",6,random_selection,0.25
Compas_Data,9,"[0.25, 0.219, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",6,sequential reconcile,0.213
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.237
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.209
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.2089, 0.25, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.213
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.246
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.2087, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.213
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Adult_Data,9,"[0.1266, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",0,mode,0.131
Adult_Data,9,"[0.1266, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",0,randomized,0.134
Adult_Data,9,"[0.1266, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",0,random_selection,0.11
Adult_Data,9,"[0.1266, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",0,sequential reconcile,0.111
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",1,mode,0.155
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",1,randomized,0.148
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",1,random_selection,0.124
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.1376, 0.1523, 0.1243, 0.1114, 0.2276]",1,sequential reconcile,0.11
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.1114, 0.2276]",2,mode,0.25
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.1114, 0.2276]",2,randomized,0.164
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.1114, 0.2276]",2,random_selection,0.228
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.1114, 0.2276]",2,sequential reconcile,0.125
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.2276]",3,mode,0.25
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.2276]",3,randomized,0.179
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.2276]",3,random_selection,0.11
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.2276]",3,sequential reconcile,0.119
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",4,mode,0.25
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",4,randomized,0.177
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",4,random_selection,0.11
Adult_Data,9,"[0.25, 0.1183, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",4,sequential reconcile,0.115
Adult_Data,9,"[0.25, 0.25, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",5,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",5,randomized,0.193
Adult_Data,9,"[0.25, 0.25, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",5,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.11, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",5,sequential reconcile,0.11
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",6,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",6,randomized,0.211
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",6,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1099, 0.25, 0.1523, 0.1243, 0.25, 0.25]",6,sequential reconcile,0.124
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.1243, 0.25, 0.25]",7,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.1243, 0.25, 0.25]",7,randomized,0.226
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.1243, 0.25, 0.25]",7,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.1243, 0.25, 0.25]",7,sequential reconcile,0.124
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.25, 0.25, 0.25]",8,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.25, 0.25, 0.25]",8,randomized,0.239
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.25, 0.25, 0.25]",8,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1523, 0.25, 0.25, 0.25]",8,sequential reconcile,0.149
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
German_Data,8,"[0.1651, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",0,mode,0.171
German_Data,8,"[0.1651, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",0,randomized,0.195
German_Data,8,"[0.1651, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",0,random_selection,0.168
German_Data,8,"[0.1651, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",0,sequential reconcile,0.196
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",1,mode,0.192
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",1,randomized,0.207
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",1,random_selection,0.181
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.2194, 0.1681, 0.2419]",1,sequential reconcile,0.174
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.1681, 0.2419]",2,mode,0.25
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.1681, 0.2419]",2,randomized,0.23
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.1681, 0.2419]",2,random_selection,0.25
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.1681, 0.2419]",2,sequential reconcile,0.172
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.25, 0.2419]",3,mode,0.25
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.25, 0.2419]",3,randomized,0.212
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.25, 0.2419]",3,random_selection,0.25
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.1914, 0.25, 0.25, 0.2419]",3,sequential reconcile,0.171
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",4,mode,0.25
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",4,randomized,0.223
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",4,random_selection,0.168
German_Data,8,"[0.25, 0.1675, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",4,sequential reconcile,0.184
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",5,mode,0.25
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",5,randomized,0.234
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",5,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.2419]",5,sequential reconcile,0.187
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.25]",6,mode,0.25
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.25]",6,randomized,0.242
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.25]",6,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.1832, 0.1811, 0.25, 0.25, 0.25, 0.25]",6,sequential reconcile,0.181
German_Data,8,"[0.25, 0.25, 0.25, 0.1811, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.1811, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.249
German_Data,8,"[0.25, 0.25, 0.25, 0.1811, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.1811, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.186
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.25
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.1358, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",0,mode,0.147
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.1358, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",0,randomized,0.158
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.1358, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",0,random_selection,0.147
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.1358, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",0,sequential reconcile,0.136
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",1,mode,0.147
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",1,randomized,0.172
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",1,random_selection,0.165
Folk_Income_Data,9,"[0.1377, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",1,sequential reconcile,0.147
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",2,mode,0.236
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",2,randomized,0.186
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",2,random_selection,0.15
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.1796, 0.1499, 0.1468, 0.2421]",2,sequential reconcile,0.161
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",3,mode,0.25
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",3,randomized,0.193
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",3,random_selection,0.144
Folk_Income_Data,9,"[0.25, 0.1436, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",3,sequential reconcile,0.151
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",4,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",4,randomized,0.205
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",4,random_selection,0.165
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.1499, 0.1468, 0.2421]",4,sequential reconcile,0.149
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.2421]",5,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.2421]",5,randomized,0.215
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.2421]",5,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.2421]",5,sequential reconcile,0.148
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.25]",6,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.25]",6,randomized,0.216
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.25]",6,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.1468, 0.25]",6,sequential reconcile,0.146
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.228
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.1357, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.146
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.24
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1648, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.164
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Folk_Travel_Data,5,"[0.2078, 0.2108, 0.207, 0.2072, 0.2109]",0,mode,0.208
Folk_Travel_Data,5,"[0.2078, 0.2108, 0.207, 0.2072, 0.2109]",0,randomized,0.21
Folk_Travel_Data,5,"[0.2078, 0.2108, 0.207, 0.2072, 0.2109]",0,random_selection,0.208
Folk_Travel_Data,5,"[0.2078, 0.2108, 0.207, 0.2072, 0.2109]",0,sequential reconcile,0.205
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.2109]",1,mode,0.208
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.2109]",1,randomized,0.216
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.2109]",1,random_selection,0.207
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.2109]",1,sequential reconcile,0.217
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.25]",2,mode,0.25
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.25]",2,randomized,0.224
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.25]",2,random_selection,0.25
Folk_Travel_Data,5,"[0.2078, 0.25, 0.207, 0.2072, 0.25]",2,sequential reconcile,0.218
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.2072, 0.25]",3,mode,0.25
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.2072, 0.25]",3,randomized,0.232
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.2072, 0.25]",3,random_selection,0.25
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.2072, 0.25]",3,sequential reconcile,0.208
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.25, 0.25]",4,mode,0.25
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.25, 0.25]",4,randomized,0.243
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.25, 0.25]",4,random_selection,0.208
Folk_Travel_Data,5,"[0.2078, 0.25, 0.25, 0.25, 0.25]",4,sequential reconcile,0.217
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,randomized,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,random_selection,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,sequential reconcile,0.25
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.2465, 0.2223]",0,mode,0.178
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.2465, 0.2223]",0,randomized,0.196
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.2465, 0.2223]",0,random_selection,0.196
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.2465, 0.2223]",0,sequential reconcile,0.181
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.2223]",1,mode,0.178
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.2223]",1,randomized,0.2
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.2223]",1,random_selection,0.213
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.2223]",1,sequential reconcile,0.174
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",2,mode,0.245
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",2,randomized,0.2
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",2,random_selection,0.189
Folk_Mobility_Data,9,"[0.177, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",2,sequential reconcile,0.174
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",3,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",3,randomized,0.211
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",3,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.1887, 0.25, 0.25]",3,sequential reconcile,0.184
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.25, 0.25, 0.25]",4,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.25, 0.25, 0.25]",4,randomized,0.215
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.25, 0.25, 0.25]",4,random_selection,0.196
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.2131, 0.1957, 0.25, 0.25, 0.25]",4,sequential reconcile,0.186
Folk_Mobility_Data,9,"[0.25, 0.1739, 0.1736, 0.1737, 0.25, 0.1957, 0.25, 0.25, 0.25]",5,mode,0.25
